EventId_x,Type_x,Severity_x,Type_y,Severity_y,Distance(mi),Side
W-5746499,Fog,Severe,Congestion,2.0,0.0,R
W-1633951,Rain,Moderate,Accident,3.0,0.0,R
W-3842646,Rain,Moderate,Accident,3.0,0.0,R
W-1633952,Fog,Severe,Congestion,1.0,0.0,R
W-5746500,Rain,Heavy,Congestion,2.0,0.0,R
W-1633953,Rain,Heavy,Congestion,1.0,0.0,R
W-1633954,Rain,Light,Congestion,1.0,0.0,R
W-5746501,Rain,Light,Congestion,2.0,0.0,R
W-1186944,Rain,Light,Congestion,1.0,0.0,R
W-1633955,Rain,Moderate,Congestion,1.0,0.0,R
W-3842647,Rain,Light,Accident,3.0,0.0,R
W-1633956,Rain,Light,Congestion,1.0,0.0,R
W-2191421,Rain,Light,Congestion,1.0,0.0,R
W-2191422,Rain,Light,Congestion,1.0,0.0,R
W-1713020,Rain,Light,Congestion,2.0,0.0,R
W-2351456,Rain,Light,Accident,3.0,0.0,R
W-2191423,Rain,Light,Accident,3.0,0.0,R
W-2191424,Rain,Light,Accident,3.0,0.0,R
W-1586438,Rain,Light,Congestion,1.0,0.0,R
W-5767679,Rain,Light,Accident,3.0,0.0,R
W-5703237,Rain,Light,Accident,3.0,0.0,R
W-5767680,Rain,Moderate,Accident,3.0,0.0,R
W-1586439,Storm,Severe,Congestion,1.0,0.0,R
W-5767681,Rain,Light,Accident,3.0,0.0,R
W-5772641,Rain,Light,Congestion,2.0,0.0,R
W-2191425,Rain,Light,Congestion,3.0,0.0,R
W-3930533,Rain,Light,Congestion,2.0,0.0,R
W-5703238,Rain,Moderate,Congestion,3.0,0.0,R
W-2892786,Rain,Light,Accident,2.0,0.0,L
W-5767682,Rain,Moderate,Flow-Incident,4.0,0.0,R
W-3042992,Rain,Light,Congestion,1.0,0.0,R
W-3796959,Rain,Light,Congestion,3.0,0.0,R
W-2191426,Rain,Moderate,Flow-Incident,4.0,0.0,R
W-5703239,Rain,Light,Congestion,2.0,0.0,R
W-979888,Rain,Light,Congestion,1.0,0.0,L
W-3796960,Rain,Heavy,Congestion,3.0,0.0,R
W-2723241,Rain,Light,Congestion,2.0,0.0,R
W-2191427,Rain,Light,Congestion,2.0,0.0,R
W-2723242,Rain,Moderate,Congestion,2.0,0.0,R
W-3930535,Rain,Heavy,Accident,3.0,0.0,R
W-3930536,Rain,Light,Accident,3.0,0.0,R
W-3930537,Rain,Moderate,Accident,3.0,0.0,R
W-5012764,Rain,Light,Lane-Blocked,3.0,0.0,R
W-5496871,Rain,Light,Congestion,1.0,0.0,L
W-1186945,Rain,Light,Congestion,1.0,0.0,R
W-788251,Rain,Light,Congestion,1.0,0.0,R
W-5767683,Rain,Light,Congestion,1.0,0.0,R
W-3796961,Rain,Light,Congestion,2.0,0.0,R
W-2191428,Rain,Moderate,Congestion,1.0,0.0,R
W-2191429,Rain,Light,Congestion,1.0,0.0,R
W-2892787,Rain,Light,Congestion,1.0,0.0,R
W-3930538,Rain,Light,Accident,3.0,0.0,R
W-5703240,Rain,Light,Congestion,1.0,0.0,R
W-5746502,Rain,Light,Congestion,2.0,0.0,R
W-925192,Rain,Light,Congestion,2.0,0.0,R
W-2892788,Rain,Light,Congestion,1.0,0.0,R
W-2191430,Rain,Moderate,Congestion,2.0,0.0,R
W-1124549,Rain,Light,Congestion,1.0,0.0,L
W-5012765,Rain,Moderate,Congestion,2.0,0.0,R
W-3842648,Rain,Light,Congestion,1.0,0.0,R
W-1633957,Rain,Light,Accident,3.0,0.0,R
W-5012766,Rain,Heavy,Congestion,2.0,0.0,R
W-5418863,Rain,Light,Accident,3.0,0.0,R
W-5703241,Rain,Light,Congestion,2.0,0.0,R
W-925193,Rain,Heavy,Congestion,2.0,0.0,R
W-5012767,Rain,Light,Congestion,1.0,0.0,R
W-1713021,Rain,Light,Congestion,1.0,0.0,R
W-2191431,Rain,Light,Congestion,2.0,0.0,L
W-5772642,Rain,Light,Congestion,2.0,0.0,L
W-2351458,Rain,Light,Congestion,2.0,0.0,R
W-3842649,Rain,Heavy,Congestion,2.0,0.0,R
W-2351459,Rain,Moderate,Congestion,2.0,0.0,R
W-202438,Rain,Light,Congestion,2.0,0.0,R
W-2351460,Fog,Severe,Congestion,2.0,0.0,R
W-1317181,Cold,Severe,Congestion,1.0,0.0,R
W-925196,Rain,Light,Congestion,1.0,0.0,R
W-202439,Rain,Light,Congestion,2.0,0.0,L
W-5703242,Rain,Light,Congestion,1.0,0.0,R
W-925197,Rain,Moderate,Congestion,1.0,0.0,R
W-2351462,Rain,Light,Congestion,2.0,0.0,L
W-2191432,Rain,Light,Congestion,1.0,0.0,R
W-925198,Rain,Light,Congestion,1.0,0.0,R
W-2191433,Rain,Light,Congestion,1.0,0.0,R
W-3842650,Rain,Light,Accident,3.0,0.0,R
W-5012768,Rain,Light,Lane-Blocked,3.0,0.0,R
W-1186946,Rain,Light,Congestion,2.0,0.0,R
W-5012769,Rain,Heavy,Congestion,2.0,0.0,R
W-5418864,Rain,Light,Accident,3.0,0.0,R
W-2351463,Rain,Light,Congestion,2.0,0.0,R
W-5746503,Rain,Light,Congestion,2.0,0.0,R
W-5012770,Rain,Light,Congestion,2.0,0.0,R
W-202441,Rain,Moderate,Congestion,2.0,0.0,R
W-202442,Rain,Heavy,Congestion,2.0,0.0,R
W-1633958,Rain,Light,Accident,3.0,0.0,R
W-1186947,Fog,Moderate,Congestion,2.0,0.0,R
W-1124553,Rain,Light,Congestion,2.0,0.0,R
W-3842651,Rain,Light,Congestion,1.0,0.0,R
W-5746504,Rain,Light,Congestion,2.0,0.0,L
W-5012771,Rain,Light,Accident,3.0,0.0,R
W-5496876,Rain,Light,Congestion,1.0,0.0,L
W-278629,Rain,Moderate,Accident,2.0,0.0,R
W-4227803,Rain,Moderate,Accident,3.0,0.0,R
W-278630,Fog,Severe,Accident,2.0,0.0,R
W-4227804,Rain,Heavy,Accident,3.0,0.0,R
W-278631,Rain,Heavy,Congestion,1.0,0.0,R
W-2191434,Rain,Light,Congestion,2.0,0.0,R
W-5767684,Rain,Light,Congestion,1.0,0.0,R
W-3842652,Rain,Light,Accident,3.0,0.0,R
W-2191435,Rain,Moderate,Congestion,2.0,0.0,R
W-2191436,Rain,Light,Congestion,0.0,0.0,R
W-4227805,Rain,Light,Congestion,1.0,0.0,R
W-5772643,Rain,Light,Congestion,2.0,0.0,R
W-5767685,Rain,Moderate,Congestion,0.0,0.0,R
W-5703243,Rain,Light,Congestion,0.0,0.0,R
W-278632,Rain,Light,Accident,2.0,0.0,L
W-5703244,Rain,Heavy,Congestion,1.0,0.0,R
W-2191437,Rain,Moderate,Congestion,1.0,0.0,R
W-2191438,Rain,Light,Congestion,1.0,0.0,R
W-278633,Rain,Moderate,Accident,2.0,0.0,R
W-5703245,Rain,Light,Accident,2.0,0.0,R
W-278634,Fog,Severe,Accident,2.0,0.0,R
W-4227806,Rain,Moderate,Accident,3.0,0.0,R
W-925199,Rain,Light,Congestion,1.0,0.0,R
W-278635,Rain,Heavy,Accident,2.0,0.0,R
W-4227807,Rain,Heavy,Accident,3.0,0.0,R
W-278636,Fog,Severe,Accident,2.0,0.0,R
W-5767686,Fog,Severe,Congestion,1.0,0.0,L
W-925200,Fog,Moderate,Congestion,1.0,0.0,R
W-2191439,Fog,Severe,Congestion,0.0,0.0,L
W-278637,Rain,Light,Accident,2.0,0.0,R
W-4227808,Rain,Light,Accident,3.0,0.0,R
W-5767687,Rain,Moderate,Lane-Blocked,3.0,0.0,R
W-4227809,Rain,Moderate,Accident,2.0,0.0,R
W-2191440,Rain,Light,Accident,3.0,0.0,R
W-5767688,Rain,Heavy,Accident,3.0,0.0,R
W-788252,Rain,Light,Accident,2.0,0.0,R
W-5703246,Rain,Moderate,Congestion,0.0,0.0,R
W-5703247,Rain,Heavy,Congestion,0.0,0.0,R
W-5767689,Rain,Light,Congestion,0.0,0.0,R
W-2191441,Rain,Heavy,Congestion,0.0,0.0,R
W-2191442,Rain,Light,Congestion,0.0,0.0,R
W-5703248,Rain,Light,Congestion,0.0,0.0,R
W-5703249,Rain,Moderate,Flow-Incident,3.0,0.0,R
W-3796962,Rain,Light,Congestion,1.0,0.0,R
W-1713030,Rain,Light,Congestion,1.0,0.0,R
W-4994863,Rain,Light,Congestion,0.0,0.0,R
W-5767690,Rain,Moderate,Accident,3.0,0.0,R
W-5496877,Rain,Light,Congestion,0.0,0.0,L
W-4227810,Rain,Moderate,Accident,3.0,0.0,R
W-4994864,Rain,Heavy,Congestion,1.0,0.0,R
W-2510130,Rain,Light,Congestion,2.0,0.0,L
W-1317186,Cold,Severe,Congestion,1.0,0.0,R
W-1124554,Rain,Light,Congestion,2.0,0.0,L
W-2191443,Rain,Light,Congestion,1.0,0.0,R
W-2723243,Rain,Light,Accident,3.0,0.0,R
W-788253,Rain,Light,Accident,2.0,0.0,R
W-5746506,Rain,Light,Accident,2.0,0.0,R
W-2723244,Rain,Moderate,Congestion,1.0,0.0,R
W-4227811,Precipitation,UNK,Congestion,1.0,0.0,R
W-5772644,Rain,Light,Broken-Vehicle,3.0,0.0,R
W-3796963,Rain,Moderate,Accident,2.0,0.0,L
W-3796964,Rain,Heavy,Accident,2.0,0.0,L
W-788254,Rain,Light,Accident,3.0,0.0,R
W-4994865,Rain,Light,Congestion,2.0,0.0,R
W-1124555,Rain,Light,Congestion,2.0,0.0,L
W-2723245,Fog,Severe,Accident,3.0,0.0,R
W-2723246,Rain,Heavy,Congestion,1.0,0.0,R
W-202443,Rain,Light,Accident,2.0,0.0,R
W-2892795,Rain,Light,Congestion,1.0,0.0,R
W-788255,Rain,Moderate,Congestion,1.0,0.0,R
W-1633960,Rain,Light,Accident,3.0,0.0,R
W-3258559,Rain,Light,Congestion,1.0,0.0,R
W-5012772,Rain,Light,Congestion,1.0,0.0,R
W-2510131,Rain,Light,Congestion,1.0,0.0,R
W-5703250,Rain,Light,Congestion,1.0,0.0,R
W-1124556,Rain,Light,Congestion,1.0,0.0,R
W-788256,Rain,Light,Congestion,1.0,0.0,L
W-2723247,Rain,Light,Congestion,1.0,0.0,L
W-4227812,Rain,Light,Accident,2.0,0.0,R
W-2191444,Rain,Light,Congestion,1.0,0.0,R
W-1490419,Rain,Light,Congestion,1.0,0.0,L
W-4227813,Rain,Moderate,Accident,2.0,0.0,R
W-5772645,Rain,Light,Congestion,1.0,0.0,R
W-1586441,Rain,Light,Flow-Incident,1.0,0.0,R
W-2191445,Rain,Light,Congestion,1.0,0.0,R
W-4227814,Rain,Heavy,Accident,2.0,0.0,R
W-979889,Rain,Light,Congestion,2.0,0.0,R
W-4227815,Fog,Severe,Accident,2.0,0.0,R
W-5746507,Rain,Light,Congestion,1.0,0.0,R
W-1523859,Rain,Heavy,Congestion,1.0,0.0,L
W-3042995,Rain,Light,Congestion,1.0,0.0,R
W-2191446,Rain,Moderate,Congestion,1.0,0.0,R
W-1523860,Rain,Light,Congestion,1.0,0.0,L
W-5767691,Rain,Light,Congestion,1.0,0.0,R
W-278640,Rain,Light,Accident,2.0,0.0,L
W-2191447,Rain,Light,Congestion,1.0,0.0,R
W-4546810,Rain,Light,Congestion,2.0,0.0,L
W-3796965,Rain,Light,Congestion,1.0,0.0,L
W-5703251,Rain,Light,Congestion,2.0,0.0,R
W-5767692,Rain,Heavy,Congestion,2.0,0.0,R
W-1378998,Rain,Light,Congestion,1.0,0.0,L
W-1378999,Fog,Severe,Congestion,1.0,0.0,L
W-1379000,Rain,Heavy,Congestion,1.0,0.0,L
W-1186948,Rain,Light,Congestion,1.0,0.0,L
W-1317187,Rain,Light,Flow-Incident,3.0,0.0,R
W-5703252,Rain,Light,Accident,3.0,0.0,R
W-2191448,Rain,Heavy,Accident,3.0,0.0,R
W-2191449,Rain,Light,Accident,3.0,0.0,R
W-1379001,Rain,Light,Congestion,1.0,0.0,L
W-1523861,Rain,Moderate,Congestion,1.0,0.0,R
W-3258560,Rain,Moderate,Congestion,1.0,0.0,L
W-1317188,Cold,Severe,Flow-Incident,3.0,0.0,R
W-3258561,Rain,Heavy,Congestion,1.0,0.0,L
W-1523862,Fog,Severe,Congestion,1.0,0.0,R
W-4773842,Rain,Light,Congestion,2.0,0.0,R
W-1379002,Rain,Moderate,Congestion,1.0,0.0,L
W-5012773,Rain,Light,Congestion,2.0,0.0,R
W-6144291,Fog,Severe,Congestion,1.0,0.0,R
W-1379003,Fog,Severe,Congestion,1.0,0.0,L
W-2892796,Rain,Light,Congestion,1.0,0.0,R
W-1379004,Rain,Moderate,Congestion,0.0,0.0,R
W-4773843,Rain,Moderate,Congestion,2.0,0.0,R
W-2013070,Rain,Light,Congestion,2.0,0.0,R
W-1633961,Rain,Light,Congestion,1.0,0.0,L
W-202445,Rain,Light,Congestion,1.0,0.0,L
W-1124557,Rain,Light,Congestion,2.0,0.0,R
W-5767693,Rain,Light,Congestion,1.0,0.0,L
W-4773844,Rain,Light,Congestion,2.0,0.0,R
W-3258562,Rain,Light,Accident,3.0,0.0,R
W-2892797,Rain,Moderate,Congestion,1.0,0.0,R
W-2191450,Precipitation,UNK,Congestion,0.0,0.0,R
W-1523863,Rain,Moderate,Congestion,1.0,0.0,R
W-2892798,Rain,Light,Congestion,1.0,0.0,R
W-1379005,Rain,Light,Congestion,0.0,0.0,R
W-3258563,Rain,Moderate,Accident,3.0,0.0,R
W-1186949,Rain,Light,Congestion,1.0,0.0,R
W-3258564,Rain,Heavy,Accident,3.0,0.0,R
W-3258565,Fog,Severe,Accident,3.0,0.0,R
W-3258566,Rain,Heavy,Accident,3.0,0.0,R
W-303336,Rain,Light,Congestion,1.0,0.0,L
W-925205,Rain,Light,Congestion,1.0,0.0,R
W-2892799,Precipitation,UNK,Congestion,1.0,0.0,L
W-2892800,Rain,Light,Congestion,2.0,0.0,R
W-5703253,Rain,Light,Broken-Vehicle,2.0,0.0,R
W-2191451,Rain,Light,Broken-Vehicle,2.0,0.0,R
W-3842654,Rain,Moderate,Congestion,1.0,0.0,R
W-3930546,Rain,Light,Congestion,1.0,0.0,L
W-5496878,Rain,Moderate,Congestion,1.0,0.0,R
W-2723248,Rain,Light,Congestion,1.0,0.0,R
W-1586442,Rain,Light,Congestion,2.0,0.0,L
W-1633962,Rain,Moderate,Accident,3.0,0.0,R
W-2191452,Rain,Light,Congestion,0.0,0.0,R
W-1633963,Rain,Light,Accident,3.0,0.0,R
W-2191453,Rain,Light,Congestion,0.0,0.0,R
W-5767694,Rain,Light,Congestion,2.0,0.0,R
W-2191454,Rain,Light,Congestion,2.0,0.0,R
W-5767695,Rain,Moderate,Congestion,2.0,0.0,R
W-2351466,Rain,Light,Congestion,0.0,0.0,L
W-2191455,Rain,Light,Congestion,1.0,0.0,R
W-5772648,Rain,Light,Congestion,1.0,0.0,R
W-2191456,Rain,Moderate,Congestion,1.0,0.0,R
W-5703254,Rain,Light,Congestion,1.0,0.0,R
W-2191458,Rain,Light,Flow-Incident,3.0,0.0,R
W-2191459,Rain,Light,Flow-Incident,3.0,0.0,R
W-5703255,Rain,Light,Flow-Incident,3.0,0.0,R
W-5767696,Rain,Moderate,Flow-Incident,3.0,0.0,R
W-1317195,Cold,Severe,Broken-Vehicle,3.0,0.0,R
W-278643,Rain,Light,Accident,2.0,0.0,L
W-5083291,Rain,Light,Accident,2.0,0.0,L
W-2191460,Rain,Light,Broken-Vehicle,2.0,0.0,L
W-5772650,Rain,Light,Broken-Vehicle,2.0,0.0,L
W-2351467,Rain,Light,Congestion,0.0,0.0,R
W-5586181,Rain,Light,Accident,2.0,0.0,R
W-1633964,Rain,Light,Congestion,0.0,0.0,R
W-5703256,Rain,Light,Broken-Vehicle,2.0,0.0,R
W-5772651,Rain,Light,Broken-Vehicle,2.0,0.0,R
W-4994867,Rain,Light,Congestion,1.0,0.0,R
W-4227825,Rain,Light,Construction,3.0,0.0,R
W-2191461,Rain,Light,Accident,2.0,0.0,R
W-5767697,Rain,Light,Accident,2.0,0.0,R
W-5703257,Rain,Light,Accident,2.0,0.0,R
W-5772652,Rain,Light,Accident,2.0,0.0,R
W-4994868,Rain,Light,Congestion,1.0,0.0,R
W-5703258,Rain,Moderate,Congestion,2.0,0.0,L
W-5767698,Rain,Light,Congestion,0.0,0.0,L
W-5703259,Rain,Heavy,Congestion,0.0,0.0,L
W-925207,Rain,Light,Congestion,1.0,0.0,R
W-4227826,Rain,Heavy,Accident,2.0,0.0,L
W-2191462,Fog,Severe,Congestion,0.0,0.0,L
W-3258570,Rain,Light,Congestion,1.0,0.0,L
W-925208,Rain,Moderate,Congestion,1.0,0.0,R
W-2191463,Rain,Light,Congestion,0.0,0.0,L
W-2191464,Rain,Heavy,Congestion,0.0,0.0,L
W-2191465,Rain,Light,Congestion,0.0,0.0,L
W-5703260,Rain,Moderate,Congestion,0.0,0.0,L
W-925209,Rain,Light,Congestion,1.0,0.0,R
W-2892802,Rain,Light,Congestion,1.0,0.0,L
W-2191466,Rain,Moderate,Congestion,1.0,0.0,R
W-2892803,Rain,Light,Congestion,1.0,0.0,R
W-5703262,Rain,Light,Congestion,1.0,0.0,R
W-2892804,Rain,Light,Congestion,1.0,0.0,R
W-303337,Rain,Light,Congestion,1.0,0.0,L
W-5012774,Rain,Light,Congestion,1.0,0.0,R
W-5418869,Rain,Light,Congestion,2.0,0.0,R
W-2191467,Rain,Light,Congestion,1.0,0.0,R
W-1124558,Rain,Light,Congestion,1.0,0.0,R
W-6144292,Fog,Severe,Flow-Incident,1.0,0.0,R
W-3796966,Rain,Light,Congestion,1.0,0.0,R
W-5418870,Rain,Moderate,Congestion,2.0,0.0,R
W-5496880,Rain,Light,Congestion,0.0,0.0,R
W-788257,Rain,Light,Congestion,0.0,0.0,R
W-2723249,Rain,Light,Congestion,0.0,0.0,R
W-2351468,Rain,Light,Accident,2.0,0.0,R
W-5083293,Rain,Light,Congestion,1.0,0.0,R
W-1909386,Rain,Light,Congestion,1.0,0.0,R
W-5418871,Rain,Light,Congestion,1.0,0.0,R
W-1124559,Rain,Light,Congestion,1.0,0.0,L
W-4614804,Rain,Light,Congestion,1.0,0.0,R
W-5496881,Rain,Light,Congestion,0.0,0.0,R
W-4614805,Rain,Moderate,Congestion,1.0,0.0,R
W-1633965,Rain,Light,Congestion,1.0,0.0,R
W-5012775,Rain,Light,Congestion,0.0,0.0,R
W-2351469,Rain,Light,Accident,2.0,0.0,L
W-2892805,Rain,Light,Congestion,1.0,0.0,R
W-3258571,Rain,Light,Congestion,1.0,0.0,L
W-1186950,Rain,Light,Congestion,0.0,0.0,R
W-1379006,Rain,Light,Flow-Incident,0.0,0.0,R
W-979890,Rain,Moderate,Congestion,1.0,0.0,R
W-2191468,Rain,Light,Congestion,0.0,0.0,R
W-1317198,Cold,Severe,Congestion,1.0,0.0,R
W-4994869,Rain,Light,Congestion,1.0,0.0,L
W-5772653,Rain,Light,Congestion,0.0,0.0,R
W-2351470,Rain,Light,Congestion,1.0,0.0,R
W-1379007,Fog,Severe,Congestion,1.0,0.0,R
